0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,Label
-2.0619872,0.5813201,-0.24911457,-0.6313401,-1.3598989,0.7516187,-0.02936425,1.610456,0.3414016,1.2867085,0.7081139,0.5328559,0.12066181,-0.23335527,-1.0446295,0.70881206,0.10293387,-0.6463789,0.07974745,0.25900617,-0.82325184,-0.0730528,1.2446698e-05,-0.88934606,0.1025452,0.42977336,0.3258744,-0.15460753,0.24904332,0.734776,-0.55726385,-0.12594886,-0.08575661,0.21918552,-0.5981821,0.6866877,-0.4542143,-0.34909734,0.4279169,-0.43021724,-0.13090451,-0.05197529,-0.20037918,-0.56761944,-0.18838768,0.37773687,-0.03722819,0.1263056,0.5393491,-0.009113376,0.031787805,-0.3458886,-0.2119871,0.26083204,0.29232246,-0.062232792,0.28089315,0.09327912,0.4939579,0.14938445,-0.054679934,0.57904124,0.7019594,-0.25564918,0.49901545,-0.11821822,0.297004,-0.24274759,-0.035785392,-0.43680772,0.26650265,0.11112313,0.07782402,0.2253842,-0.09297135,0.21847187,0.02713398,0.24461207,0.0042966385,0.091884546,-0.07941944,-0.109817736,0.18113865,0.24787398,-0.4138931,-0.4269157,0.17019027,0.44973993,-0.3903733,0.02222656,0.04339935,-0.4092398,-0.17953366,-0.08676052,0.031733796,-0.29367158,-0.29092368,0.07051746,0.4033502,0.09261716,-0.08189166,0.009272889,-0.4001381,0.3393966,-0.047025453,0.15790403,-0.27861586,0.19575249,-0.34267882,-0.2645171,0.28662243,0.19210646,-0.20032948,-0.08400483,0.17004354,0.0880476,0.04656569,-0.1382702,-0.08293669,-0.15281127,0.017811157,0.07369145,0.018255135,0.059793692,0.12583037,-0.04019143,-0.016609345,0.10163611,0.37309775,-0.11269452,-0.31074128,0.11834287,-0.029748976,-0.18433394,0.106879145,-0.10221757,0.22060438,-0.16199377,-0.0174571,-0.22521242,0.27510276,-0.35684374,-0.01648755,-0.2284735,0.2581344,0.046834063,0.13574249,-0.06829696,0.02203846,0.09000292,1
-0.7968382,-0.66722834,-0.10788881,0.01975525,-0.68634826,0.9127795,0.46341223,-0.23830807,-0.2940228,0.21546991,0.3960333,0.5901545,0.12729236,-0.5545742,-0.74363655,0.3621794,-0.8729606,0.07625739,1.1257643,-0.57523644,-0.60787696,0.37915322,-0.34710297,-0.65901345,-0.4490971,0.34107187,0.9375715,-0.08946575,0.48019144,0.111528456,-0.15838218,1.0370947,-0.09187962,-0.32288113,-0.46845368,-0.2526429,0.58174145,-0.22566578,0.5119327,0.1148801,0.2490018,0.04179772,0.3207352,-0.6757868,0.16961531,0.39855185,0.052426256,-0.09840063,-0.285487,0.8408915,-0.2627996,0.22720832,-0.57557726,-0.24810849,-0.20234601,0.10864441,-0.062012564,0.06992405,-0.56715083,-0.37602994,0.1375963,-0.5755638,-0.06986922,-0.06809447,-0.022112345,0.3304723,0.06554582,0.083291255,0.46528256,-0.033683836,0.119706504,0.1696889,0.041830927,-0.023578284,0.14096653,0.3117066,0.036161497,0.10629773,-0.08002431,0.2901167,-0.06766222,0.010124577,-0.027841626,0.2053595,0.7939384,0.059668418,1.0027602,-0.07317694,0.012922329,0.12950549,-0.10502486,0.25447318,-0.25017393,0.02748061,0.23813128,-0.22467701,-0.029389838,-0.07345029,0.036361866,-0.3102776,-0.14453647,0.07619341,0.3057044,-0.30566013,-0.33653444,0.2589098,-0.058826823,0.018372502,-0.19256794,0.16700286,-0.44185174,-0.5733842,0.04760756,0.19923075,-0.33763754,-0.41254154,0.35729793,0.0072395233,-0.09633897,0.12899928,0.0044751777,0.35041863,-0.2719108,0.09516106,-0.10108894,0.114537686,-0.05691288,-0.06440439,0.1468143,0.44259486,0.18434925,-0.23189923,-0.38552228,-0.14555101,-0.26937333,-0.14368269,-0.043807153,0.09481775,0.27593613,0.3022301,0.23380762,-0.03724258,-0.01210494,-0.35128543,-0.0349683,0.19231401,-0.015405855,-0.0891165,0.023588002,-0.01999804,1
5.3767786,1.1426954,2.5431106,-2.7272117,0.2727849,-0.9721871,1.1112208,1.6455016,-2.5569682,-0.64878136,-0.4306316,0.5768474,0.7619459,-0.66118777,-0.80428874,-0.3321281,-0.6324899,-0.44045287,-0.4275737,0.89028305,0.19274773,0.06665594,-0.19712718,-1.1286918,-0.47236598,0.006519198,0.071720466,-0.05775934,-0.3928242,0.4876118,0.3648609,-0.73837453,-0.55197704,0.68785167,0.0065236664,0.64192796,0.32881787,-0.3169628,-0.36497682,0.3507489,-0.32618043,-0.35091674,0.44005617,0.6765668,0.041836977,-0.056479458,0.21058542,0.016425129,0.2406342,-0.063768536,0.45741257,-0.55726486,-0.031689603,-0.10431796,0.25943118,0.08472996,-0.21685416,-0.7030476,0.21762903,-0.2325412,0.18834937,0.5114361,0.3565956,-0.5349238,0.16484886,0.029298645,-0.0059484984,-0.2499483,-0.19845033,-0.11845656,-0.06865312,-0.14995314,0.4370608,-0.20691627,-0.17300601,0.2584047,-0.18551104,-0.09991665,-0.07551204,-0.39684603,-0.06916274,0.053078953,-0.15683554,-0.12053903,-0.21684478,0.05989217,0.028920291,0.4882157,-0.3761808,-0.16578765,0.13176282,-0.14298601,-0.54200995,0.51720536,-0.18439667,-0.16201143,-0.23381871,-0.46795022,-0.29583645,-0.22353637,-0.21328102,0.04803281,-0.1875592,-0.46490708,0.2694214,0.015100445,0.07032112,-0.04758736,0.12307794,-0.15137593,-0.01556594,0.30291963,0.15008377,-0.16096662,-0.14463459,-0.013546834,-0.18501051,-0.005927898,0.16530964,-0.17943054,0.07907458,0.20660158,0.10138502,-0.28489426,0.08536088,0.0064361165,0.016880032,-0.13476273,0.053844046,0.04411384,0.17114548,-0.30668882,0.1411764,0.18333602,-0.02569361,0.22203217,-0.07522315,-0.24404845,-0.09283111,0.039169833,0.14380825,0.15744117,-0.33387506,-0.30371955,-0.085975386,0.17134586,0.12857729,-0.11826202,0.04588066,-0.19015802,1
7.029235,1.2428827,-2.628079,1.2244786,-1.1413696,-1.6206465,0.20589042,1.5675614,0.73620003,0.010782227,0.38204816,0.4575275,1.0536493,-0.22512901,0.746109,0.9511528,2.1399574,0.22273134,0.3521309,-0.36962396,-0.42835963,0.60955393,0.46833056,0.67428833,0.6291003,-0.23896113,-0.23705733,-0.9009388,-0.46534163,0.0014952656,1.7444283,0.2160035,0.046027992,-0.3906427,-0.3347635,0.46239513,-0.059340995,0.23865889,0.38168544,-0.46557114,0.7201192,-1.1414437,-0.38840926,0.4097004,-0.16819276,0.28315502,-0.6010047,-0.191087,0.12422496,-0.43449998,-0.5278499,-0.11425556,0.545981,0.047514353,-0.28773546,-0.589486,0.42712367,0.014433267,0.636356,-0.2574121,-0.6047193,0.13765727,-0.5423936,0.022404507,0.110801436,-0.061982114,0.057121597,-0.21176852,0.012491767,-0.087354355,0.0844802,-0.0591482,0.01912253,0.0320659,-0.16475824,-0.4449833,-0.12671205,-0.108750045,0.20480363,0.16207099,-0.0006624394,-0.30053693,-0.04242784,-0.0056873867,0.44381842,-0.16571136,0.277331,-0.080551885,0.54709077,-0.05862082,0.0052895164,-0.30162436,-0.045937233,0.19065239,0.140943,0.433683,0.24785513,-0.045034096,-0.16490325,0.16564082,0.37983087,0.2577264,0.07764868,-0.27136746,-0.060985044,0.10756836,-0.06519539,-0.15965973,-0.12981637,-0.034430772,-0.1112685,-0.25169626,0.49060577,0.29139152,-0.14611886,0.07853438,-0.4419273,-0.19370748,-0.24486393,0.28521493,0.053636316,-0.14340872,0.0960322,0.0455152,0.3212056,-0.10772588,-0.1183759,-0.11355582,-0.1623009,0.19329719,-0.021270458,-0.0569939,0.25956756,0.42818397,-0.35128412,-0.075552456,0.22322746,0.12580335,-0.37417182,-0.023798121,0.21368676,0.05103967,-0.068795905,0.14184119,-0.22799946,0.04604426,0.013643452,-0.12589262,0.14639612,0.013320401,1
5.4848223,6.752706,-4.2911143,1.7404125,-1.6030868,-1.0751754,1.919936,-0.19761536,1.0305963,1.4519365,-0.41809842,0.31912434,1.5841736,0.7289542,-0.9132025,-1.3638562,0.07972808,-1.0855811,-1.53423,0.9486586,-0.1197049,-0.31343007,-0.24319115,0.5930838,0.032254994,-0.08290432,0.36911651,0.42343864,0.8456806,0.2162749,0.51623374,-0.5662052,0.45949784,0.22309151,-0.5643208,1.0805682,0.8224473,0.13921477,-1.5960735,-0.13135508,-0.9416361,-0.49442765,-0.5928247,-0.2709556,-0.6815532,-0.25309455,0.2972469,-0.5348303,-0.13281953,-0.017162008,0.5538165,0.1562504,0.6991145,0.11121282,0.29097444,-0.36852738,-0.46007282,0.34985054,0.2349115,0.10953599,-0.054816008,-0.6880174,0.49091938,-0.1523518,-0.2623293,0.2712193,0.49352497,0.4050596,-0.021243017,-0.19569395,-0.5451491,-0.020177478,-0.05459782,-0.48068127,-0.61982673,-0.4957139,-0.21953578,-0.22619729,-0.17853253,0.12089119,0.046526857,0.11059385,0.12837735,0.06632146,0.29461136,0.20242432,0.014630766,0.05515635,0.13670273,0.33257973,0.36554533,-0.18236576,0.20426491,-0.047122534,-0.22696969,-0.47993594,-0.060353726,0.1760582,-0.054412182,0.26668587,-0.1198185,0.07094979,-0.04204054,-0.32945874,-0.23045619,0.07539208,-0.039937332,-0.0046137343,-0.2806927,0.10896055,0.3096295,-0.06571576,-0.2917987,0.1966583,0.045446433,-0.32027733,-0.16864382,0.040962663,0.15933317,-0.011564728,-0.25346532,-0.22338924,-0.08039812,-0.20812711,-0.107231885,0.020326521,0.0780066,0.120613925,0.5266139,0.08147867,0.21034218,-0.08338566,-0.10113888,0.26165003,0.115368806,-0.2472311,0.18286638,0.1745587,0.2697261,-0.21311212,-0.028309805,0.034412157,0.2651405,0.22600043,0.032064337,-0.11365405,0.05912567,-0.21680345,0.0258487,0.020455658,1
-0.13898633,1.428951,-1.6003897,-0.06967798,2.0314894,0.20314787,1.1879293,-0.081227764,-0.74963886,0.19997282,-1.1600583,-0.15480505,-0.15834665,0.23311518,0.05959661,0.2810859,0.608939,-1.2673379,-0.6074066,-0.039874457,-0.21591307,0.5345439,-0.1415408,-0.020952385,-0.09524988,-0.08510113,0.50880736,-0.09744987,0.0035586797,0.5883926,0.2137901,-0.0438872,0.7557946,0.027890634,0.25326675,-0.24065398,-0.61556154,0.22563837,-0.17388232,-0.09532183,-0.376365,0.63527966,-0.1650523,0.16931339,-0.08722409,0.2030269,-0.76061636,-0.37630886,-0.016998699,0.05480368,-0.69666106,-0.4681984,-0.0078777205,0.39728588,-0.17215334,0.3810163,-0.5305343,-0.1754686,-0.49515745,-0.32055345,-0.24298336,-0.662681,0.026327731,-0.5115307,0.23052767,0.016921736,-0.087166466,0.42117742,-0.40612015,0.22322445,-0.49809152,-0.15121977,0.35902604,0.062330764,-0.28432733,-0.118012846,-0.038253605,-0.8034585,-0.05697206,-0.09255501,0.04463285,-0.15470502,-0.06628111,0.39356324,0.20846528,0.10935126,0.17298119,0.12700388,0.073442124,0.17431088,-0.1276102,0.2766498,-0.48772606,-0.62176013,-0.15548724,0.10791231,0.105661266,-0.12665328,0.17374815,-0.120389335,-0.060257338,0.1135756,-0.074737184,-0.08002656,0.0037204605,0.23821291,0.16029781,-0.047034606,0.0540505,0.1605125,0.08292657,0.23330516,-0.008242698,-0.15582395,-0.02661761,-0.026231667,-0.24267127,-0.11221529,0.023361608,0.1741987,0.0082376255,0.07441132,-0.06776753,-0.38374686,0.10613011,0.33996764,-0.11827429,-0.19816798,-0.3640895,-0.35680708,-0.16939297,0.02330409,-0.39628568,0.12115124,0.3491324,0.2841791,0.18626566,-0.045001645,0.0393323,0.040305246,0.25641203,-0.13761732,0.030459404,-0.12702334,-0.21507598,-0.025446104,0.102079034,-0.058359757,0.118174054,-0.068849474,1
-4.9443116,-5.249127,-0.014346995,-1.5875958,0.59518504,0.9182035,2.6764379,0.5226877,-2.4864476,3.939463,-0.75564975,-0.78095496,1.7163352,3.0342455,0.37651488,-0.75128883,-0.39836147,0.30565852,0.24783191,-0.14125884,-0.13158233,1.1573534,-0.31541267,0.0048098434,-0.5264885,0.0621702,-0.72750497,0.37165326,0.39370227,-0.33325997,0.18293396,-0.5206219,1.1401289,-1.1678668,0.6768083,-0.8268461,-0.68940413,0.54221344,0.15309995,-0.43691862,0.12169195,0.12627995,-0.18679044,0.66519076,0.23246996,-0.11735299,-0.19577087,-0.19228248,1.1949477,-0.77416486,0.76482093,0.7525518,-0.059523147,-0.24736783,0.833157,-0.04189316,-0.5450935,0.7529911,0.80104876,0.46869895,0.055063087,0.11782363,0.019305618,0.090051346,0.5859272,0.3971507,-0.68149924,-0.3425938,0.36232072,0.44378588,-0.15293142,-0.012214763,0.2186374,-0.15946987,0.52484953,-0.35993809,-0.34732747,0.07334193,0.039465312,-0.098731,-0.09531343,0.056007646,-0.13200165,-0.4555346,-0.17499372,0.5156335,0.5590653,0.31025374,0.3431536,0.34742516,0.013936277,0.54038787,-0.27442315,-0.13566878,-0.28090706,-0.03145805,-0.19136524,0.3547754,-0.19036001,0.10170617,0.10813279,-0.039305832,0.07199351,0.2828377,0.2108598,-0.009932739,0.29663453,0.100754544,-0.3189836,0.17108452,0.011409866,-0.21773696,0.13950062,-0.05956895,0.091238625,0.011523447,0.04745711,0.1782288,0.13751674,-0.19559309,0.08056342,-0.32698607,0.12882522,0.06972185,0.07698059,0.0044044023,-0.16065636,0.23216969,0.073920436,0.16996446,0.06761833,-0.15281789,0.17019023,-0.17156257,-0.032653973,0.07973745,-0.072284915,-0.08577993,0.051713068,0.08985382,0.020338668,-0.002798657,-0.11087041,-0.046391778,-0.0040452317,0.21179046,0.09092053,0.11081685,-0.0626955,-0.03116904,1
0.26447877,-0.6295751,2.9667895,0.20474683,0.035296015,1.3748426,-0.59298164,0.017345084,-0.32660103,0.5447797,1.0747453,0.45543984,-0.67601323,-0.73855484,1.1187109,0.85219616,0.16536033,-0.54563504,0.98825085,-1.4099245,0.105629414,0.013398387,0.19437467,-0.3234032,-0.5929058,-0.18473956,0.21132793,0.3266144,0.5377281,0.3042966,0.15411744,-0.24693659,-0.014829885,-0.22987269,-1.0019904,-0.57495195,-0.27101722,-0.69004625,-0.091371976,0.3141787,-1.4930562,-0.7474888,-0.0997742,0.09032492,-0.11981826,-0.25931734,0.11456869,0.3551548,0.036356594,-0.12500611,0.41353545,0.17726618,0.31933436,-0.3232653,-0.38828743,-0.101785205,0.2818539,-0.28769636,-0.58890027,-0.062781975,0.40089318,0.34854788,0.036501147,-0.13458748,-0.0390313,-0.5624096,-0.27887884,-0.6059617,-0.13445401,-0.12655866,0.15818767,0.014135769,-0.1014152,0.033875715,0.10053982,-0.07507142,0.013016789,-0.080881335,0.37895668,0.16223894,0.10919853,0.16414432,0.12253241,0.8221154,-0.042303324,0.2560105,-0.04779315,0.003265999,-0.1475233,0.36109263,-0.12337482,0.21776995,-0.27945206,-0.111616,-0.6016567,0.055676416,-0.59899414,0.43959463,0.015613782,0.19614021,0.5212335,0.027404184,0.291078,0.046498895,-0.037194338,0.2234077,-0.06769873,0.66251105,0.09264854,-0.10128138,0.38448516,0.07695124,0.013427163,0.3285865,-0.17082863,0.23106901,0.0985647,-0.3615933,-0.13963886,0.15501775,-0.0018375893,-0.1566732,-0.38744545,0.06681114,0.15301695,-0.24337418,-0.070271194,0.20647787,0.13534714,0.26832476,0.07375556,-0.23007159,-0.4206375,-0.039664198,0.08871859,-0.10844098,-0.10905494,-0.058171976,-0.23785754,0.038534403,-0.31183255,0.08900079,-0.0009794132,0.17770779,-0.22178413,0.17684409,-0.11313707,0.0641492,-0.11835042,0.2560923,1
4.611807,-0.03589843,2.016866,-3.6675699,-1.2059602,-0.6201473,0.21297784,0.5275051,-1.92098,-0.28246996,-0.151969,0.09224516,-0.1325882,-0.29415256,-0.96145177,0.3334934,-0.34454787,-0.03123572,-0.6617647,-0.15973912,-0.04531022,-0.28641257,-0.75451064,-0.6790647,0.11867421,-0.19405809,0.8102981,0.22376241,0.71079695,0.6252336,-0.20475277,0.010878933,0.18927138,0.018762046,-0.22164005,-0.5046853,-0.076907344,-0.25908634,0.30990717,-0.019596085,0.6904296,-0.63916224,0.3802882,-0.050934322,0.116283946,-0.07067836,0.050783776,-0.16423152,-0.3039993,0.06847574,-0.04609843,0.14314859,-0.5680972,-0.13585863,-0.32853782,-0.31960016,0.44464785,-0.051285118,0.4499502,-0.38948062,0.4060362,-0.25622672,0.1766095,0.22345874,0.21422568,0.13466814,0.24634333,0.02863642,0.21188681,-0.26095545,0.19985312,0.2057584,0.23332019,-0.42788848,0.13254203,-0.06326826,-0.117782205,-0.27642536,-0.048993256,0.12805924,-0.098020814,-0.16045623,0.108975485,0.0008864145,0.2973754,0.009144251,0.38891414,-0.29081145,0.031983778,0.46084198,0.13724932,0.16935657,-0.05462055,-0.23606907,-0.044293847,-0.04447454,-0.1664551,-0.08373583,-0.17112552,-0.13752727,-0.0460703,0.19091251,0.2460571,-0.19426319,-0.020270534,0.29083747,-0.27012444,0.32675797,-0.05705428,0.24414624,-0.08282667,0.16181125,0.020384723,-0.28451085,0.048883826,0.06780349,-0.13783227,0.16142234,-0.26111895,0.05412609,0.120969884,0.019681735,0.19366014,-0.15650891,0.14479227,0.1493228,-0.13276334,-0.35701922,0.06203801,0.06759032,-0.16256759,-0.2892753,0.013296372,0.34628937,-0.12004034,0.07029948,-0.1997726,-0.16654116,0.1289681,-0.07495339,-0.055433195,0.038334623,-0.20146906,-0.044407327,-0.0011696994,0.0068379873,0.012229421,-0.25880936,-0.34366727,-0.2022494,1
-0.7734096,1.0132053,3.0378122,-1.260474,-0.29910663,-2.4563105,-0.91009295,1.7946095,0.56018686,0.43388268,-0.9794292,-0.115456104,0.84276956,-0.500912,-0.06442459,-0.37425607,0.012310037,-0.025474599,0.68543917,-0.17304306,-0.41804358,0.047865964,-0.10652016,0.59576696,0.6629676,0.20043176,-0.13942173,-0.8167882,-0.2869508,-0.2803933,-0.41228387,-0.29405552,-0.34226146,0.060825042,1.1527272,-0.32960647,-0.24058488,-0.26852638,0.47870696,-0.06496516,-0.09439242,0.5460003,-0.17167763,0.2369772,-0.54318875,0.07073674,-0.21204814,-0.17418896,0.36434335,0.72601265,0.11444035,0.14555073,0.050207056,0.2046929,0.54543346,0.4487909,0.3933352,0.10729223,0.2851526,0.057048738,-0.012516254,-0.61398983,0.12258828,0.72569066,-0.12366676,-0.16815911,0.30241132,0.0927176,-0.11281294,-0.1657269,-0.26339844,0.583757,-0.36870846,-0.35710654,0.058685493,-0.4247812,0.38299704,-0.10236373,0.108166285,-0.08988321,-0.05800816,-0.5752196,-0.08386034,-0.3386389,0.27503744,-0.034422573,0.35344914,-0.23407565,-0.5375473,0.35321265,-0.39954045,0.31889614,0.18098316,0.12167161,-0.02617266,0.15096699,0.28614956,0.061862648,-0.0035330616,-0.14608249,0.5511235,-0.13222158,0.15894958,-0.041122787,0.01698429,-0.018567758,0.3540818,-0.15890388,0.13460244,0.3166578,-0.13693844,0.012088561,-0.084268056,0.29867595,0.00084357016,-0.13003339,0.20617059,-0.06686026,0.18405804,0.13229541,-0.12943234,0.35185054,0.107863784,0.017435249,0.2799095,0.013430124,0.16717412,0.02139341,0.17756364,0.0056556514,-0.23986204,0.06098046,0.09325733,0.32485285,0.30449557,0.14996111,-0.3458146,-0.041259095,-0.13810173,-0.11545337,0.42090455,-0.01767947,-0.07811075,0.03593801,-0.14614497,0.10857347,0.07875753,0.1750322,-0.14868365,-0.06528709,1
